demand_id,x,y,population,central
140,291866.7174,5624997.702800001,6.969967,0
141,294916.7174,5628947.702800001,53.392581,1
142,292016.7174,5624997.702800001,7.037843,0
143,295066.7174,5628947.702800001,61.234324,1
144,291966.7174,5624997.702800001,16.031349,0
145,295016.7174,5628947.702800001,125.10943,1
146,295166.7174,5628947.702800001,64.051159,1
147,288416.7174,5631947.702800001,7.317829,0
148,295116.7174,5628947.702800001,57.431173,1
149,294466.7174,5628947.702800001,44.373621,0
150,294416.7174,5628947.702800001,53.780744,0
151,291516.7174,5624997.702800001,35.797973,0
152,294566.7174,5628947.702800001,36.279465,0
153,291466.7174,5624997.702800001,36.11826,0
154,294516.7174,5628947.702800001,56.69727,0
155,291616.7174,5624997.702800001,4.274037,0
156,294666.7174,5628947.702800001,56.383346,1
157,291566.7174,5624997.702800001,4.174345,0
158,294616.7174,5628947.702800001,41.654357,1
159,291716.7174,5624997.702800001,6.524534,0
160,294766.7174,5628947.702800001,62.920606,1
161,291666.7174,5624997.702800001,3.771334,0
162,294716.7174,5628947.702800001,67.164948,1
163,291816.7174,5624997.702800001,0.685119,0
164,294066.7174,5628947.702800001,37.991201,0
165,291766.7174,5624997.702800001,3.866783,0
166,294016.7174,5628947.702800001,49.574582,0
167,294166.7174,5628947.702800001,51.464491,0
168,294116.7174,5628947.702800001,64.13176,0
169,294266.7174,5628947.702800001,47.290147,0
170,294216.7174,5628947.702800001,43.546388,0
171,291316.7174,5624997.702800001,1.595075,0
172,294366.7174,5628947.702800001,65.796832,0
173,291266.7174,5624997.702800001,3.05652,0
174,294316.7174,5628947.702800001,77.036594,0
175,291416.7174,5624997.702800001,23.745826,0
176,293666.7174,5628947.702800001,25.328174,0
177,291366.7174,5624997.702800001,4.526449,0
178,290266.7174,5636797.702800001,1.539926,0
179,293766.7174,5628947.702800001,19.333917,0
180,290216.7174,5636797.702800001,1.136915,0
181,293716.7174,5628947.702800001,19.221498,0
182,293866.7174,5628947.702800001,46.240197,0
183,293816.7174,5628947.702800001,32.633277,0
184,293966.7174,5628947.702800001,37.658187,0
185,293916.7174,5628947.702800001,52.843213,0
186,293266.7174,5628947.702800001,4.952792,0
187,293216.7174,5628947.702800001,3.126516,0
188,293366.7174,5628947.702800001,26.899917,0
189,294666.7174,5625047.702800001,1.353268,0
190,293316.7174,5628947.702800001,20.606583,0
191,288466.7174,5631847.702800001,4.040714,0
192,293466.7174,5628947.702800001,32.192086,0
193,293416.7174,5628947.702800001,42.714912,0
194,293566.7174,5628947.702800001,32.016034,0
195,293516.7174,5628947.702800001,43.2261,0
196,294166.7174,5628897.702800001,37.038822,0
197,294116.7174,5628897.702800001,46.308073,0
198,294266.7174,5628897.702800001,47.400445,0
199,294216.7174,5628897.702800001,55.859431,0
200,294366.7174,5628897.702800001,67.856429,0
201,288216.7174,5631847.702800001,15.641065,0
202,294316.7174,5628897.702800001,42.598252,0
203,294516.7174,5625047.702800001,10.310716,0
204,288166.7174,5631847.702800001,2.937737,0
205,294466.7174,5628897.702800001,51.579032,0
206,294466.7174,5625047.702800001,6.952998,0
207,288316.7174,5631847.702800001,1.565379,0
208,294416.7174,5628897.702800001,34.323801,0
209,294616.7174,5625047.702800001,7.078144,0
210,288266.7174,5631847.702800001,2.318373,0
211,293766.7174,5628897.702800001,40.105948,0
