stop_id,x,y
632,298257.01569228363,5622788.993358447
633,299408.0175177597,5622587.987526635
634,299401.0290622179,5622579.015217313
635,299103.9687849021,5622601.01554878
636,299176.0155577534,5622575.976271705
637,299149.0266075908,5622443.968278105
638,299135.0120683208,5622448.960911098
639,297934.99087294133,5622383.042583402
640,297986.00251934724,5622419.034497266
641,298205.00925725565,5622280.968212437
642,298386.02913656435,5621837.979866635
643,298404.98084321886,5621861.964892297
644,297159.0018031389,5622575.020956344
645,297171.02834058774,5622678.98924104
646,297601.0179544784,5622188.000391716
647,297589.023820742,5622173.991446542
648,297576.96993964154,5622080.044238665
649,297387.9768264396,5622056.97950033
650,297389.01864612347,5622051.03815145
651,297537.03023296583,5621750.028576088
652,297120.0312804274,5621642.961897585
653,297943.0017585193,5621600.030916633
654,297868.9770841929,5621639.97105283
655,297948.0104648978,5621544.947848582
656,298200.99177150475,5621749.043932317
657,298122.0263016198,5621716.023013053
658,297525.99792919046,5621759.029358858
659,297125.00962072087,5621651.007526097
660,300743.97791293036,5621346.000784527
661,300762.9862558035,5621317.998893445
662,300616.0321425099,5621411.004164818
663,300617.0029511234,5621404.955086125
664,300727.9735897343,5620794.954629011
665,300731.990910087,5620802.038031683
666,299859.023043036,5622085.034596806
667,300730.97632736363,5620982.993381187
668,300550.01203759364,5620778.032960203
669,300361.9693031657,5620847.006915238
670,297415.0280277716,5620458.008095622
671,296938.033986522,5621853.006342175
672,296955.9665920555,5621846.964738072
673,296889.9949478934,5622368.035409429
674,296840.965377365,5622335.984728411
675,301655.0047913935,5621233.054332084
676,301691.9899279976,5621211.053383418
677,301109.000228964,5621114.987288604
678,301086.0311469651,5621091.034804431
679,301025.99188987445,5621084.971814311
680,301293.0046979333,5621593.950431566
681,301296.0094366652,5621645.049146681
682,299683.9837669041,5619709.963212688
683,299726.00225796236,5619773.0378159685
684,300510.00985838333,5620696.951055776
685,300496.0202119511,5620699.044024758
686,300978.97300480574,5620787.94555282
687,300969.98881754116,5620785.949887964
688,301022.9926129212,5620054.032530458
689,300994.99048754893,5620105.978150799
690,300191.9894494239,5620719.015028466
691,300158.016296907,5620694.039851038
692,300154.9969948649,5620762.959815072
693,300248.0173731159,5620497.98967534
694,300221.02669615037,5620418.972754047
695,301050.0167388384,5621003.006224983
696,299034.9998658744,5620339.991739778
697,301050.0167388384,5621003.006224983
698,301050.0167388384,5621003.006224983
699,302168.9877971284,5621476.969638012
700,302165.0150293435,5621470.996906868
701,300849.01388594636,5618265.9771454735
702,300840.99221794377,5618371.0467207525
703,298484.9702165104,5618821.958552803
704,298723.9818046952,5619376.997848521
705,299570.96887854347,5619552.9732473865
706,299557.0320475524,5619586.017543464
707,300101.9709587949,5619020.0519344155
708,299993.98851563525,5619025.964576403
709,299364.9651061021,5619377.955786665
710,299357.986730073,5619338.031843945
711,299116.0061811842,5619404.999870009
712,299069.0237720509,5619477.949396794
713,299053.0039154063,5619499.051104622
714,298530.97475676745,5619772.998052654
715,298546.9674970946,5619776.946201172
716,298518.00731222983,5619731.969719182
717,298453.9757471925,5619015.987541113
718,299721.01941712736,5619274.005458166
719,299707.99644923344,5619282.965984362
720,301717.90955296543,5618064.837127034
721,301717.90955296543,5618064.837127034
722,300850.67149850226,5618300.204428729
723,301720.94679834787,5618064.721931085
724,298235.00235809444,5619972.020620085
725,298261.9820479002,5619940.027268514
726,291975.0043763742,5628315.952268925
727,291232.9858137625,5628515.990115608
728,291219.98008951836,5628498.027416233
729,292119.97160488984,5630140.045268082
730,292101.9669211189,5630101.0129883215
731,292180.99334151146,5630293.050592646
732,292163.9785695717,5630323.013962461
733,292106.98009405803,5629803.961007182
734,292088.03237842664,5629782.002492059
735,292098.0012576751,5629556.015070179
736,292081.9706507748,5629539.952846226
737,292121.0283217912,5629199.007903222
738,292058.9851165372,5629209.946455092
739,290982.9857181751,5628837.009220743
740,290962.00176924316,5628812.018211701
741,291264.97664960776,5628398.015626239
742,291264.97378372005,5628412.045604358
743,291205.01545123,5629031.985349928
744,291192.97046502656,5628934.036155309
745,291560.98930459924,5628355.991053493
746,291483.9749596682,5628383.012054005
747,291615.99791378743,5629041.028894227
748,291634.9923412078,5629034.033692703
749,291400.998200499,5630566.97577446
750,291346.0344505292,5630504.039044983
751,291559.0296910311,5629042.973848352
752,291875.0014550118,5629049.047721921
753,291871.0314565499,5629061.009149239
754,291891.00891389686,5630386.026201038
755,291863.02967277693,5629541.013775229
756,291568.0221853114,5629033.038150706
757,291425.01318749646,5629091.986036009
758,291951.02512877365,5630375.945093923
759,291633.9805369007,5630236.965316692
760,292028.9841582037,5629911.964010481
761,291656.9734568434,5629835.972247049
762,291672.98638041056,5630290.967433145
763,291918.9676320455,5629516.954792599
764,291648.35524892015,5630243.405112485
765,292116.3137376869,5630133.287745584
766,291903.4078736503,5630387.200922788
767,291864.3362529673,5629548.978589189
768,291665.80988037004,5629836.286871181
769,292219.29533741344,5630278.271904781
770,292099.071401957,5629782.675318839
771,292091.10448523436,5629561.857708954
772,291869.5201117579,5629060.290096645
773,292066.6848470648,5629206.521394289
774,291382.67013718095,5630553.457428158
